filepath,song,artist,album
2010/02/16/1266305769951_18128.wav,"Symphony No. 9 In D Minor, Op. 125 ""Choral"": Ode to Joy (excerpt from IV. Mvt)","London Symphony Orchestra, Josef Krips, Jennifer Vyvyan, Shirley Verrett, Rudolf Petrak & Donaldson Bell",111 Beethoven Masterpieces
2010/02/16/1266305817608_26779.wav,"Symphony No. 9 In D Minor, Op. 125 ""Choral"": Ode to Joy (excerpt from IV. Mvt)","London Symphony Orchestra, Josef Krips, Jennifer Vyvyan, Shirley Verrett, Rudolf Petrak & Donaldson Bell",111 Beethoven Masterpieces
2010/02/16/1266305937143_99397.wav,Drive My Car,The Beatles,Rubber Soul
2010/02/16/1266306018290_82816.wav,Drive My Car,The Beatles,Rubber Soul
2010/02/16/1266306071459_15780.wav,Drive My Car,The Beatles,Rubber Soul
2010/02/16/1266306110052_71981.wav,Drive My Car,The Beatles,Rubber Soul
2010/02/16/1266306221053_60178.wav,Drive My Car,The Beatles,Rubber Soul
2010/02/16/1266306411887_99180.wav,Sweet Child O' Mine,Guns N' Roses,Appetite for Destruction
2010/02/16/1266306452747_47563.wav,Sweet Child O' Mine,Guns N' Roses,Appetite for Destruction
2010/02/16/1266306653856_78813.wav,Star Spangled Banner,Patriotic Songs of America,Patriotic Songs of America
2010/02/16/1266306785418_11222.wav,"America, The Beautiful",Ray Charles,Ray Charles Greatest Hits
2010/02/16/1266344084089_39306.wav,Please Excuse My Hands (feat. Jamie Foxx & The-Dream),Plies,Definition of Real
2010/02/16/1266344191948_31786.wav,Please Excuse My Hands (feat. Jamie Foxx & The-Dream),Plies,Definition of Real
2010/02/16/1266344618026_74825.wav,Ayo Technology,50 Cent & Justin Timberlake,Curtis
2010/02/16/1266344731555_73844.wav,Ayo Technology,50 Cent & Justin Timberlake,Curtis
2010/02/16/1266345276259_65844.wav,Forsaken,David Draiman,Queen of the Damned (Music from the Motion Picture)
2010/02/16/1266345424705_99534.wav,Forsaken,David Draiman,Queen of the Damned (Music from the Motion Picture)
2010/02/16/1266345662093_56963.wav,Hey Jude (Live),The Beatles Revival Band,Live At the Alte Oper Frankfurt
2010/02/16/1266346148507_60570.wav,My Wish,Rascal Flatts,Me and My Gang (Bonus Track)
2010/02/16/1266346335911_35415.wav,My Wish,Rascal Flatts,Me and My Gang (Bonus Track)
2010/02/16/1266346718478_86761.wav,Monkey Wrench,Foo Fighters,The Colour and the Shape
2010/02/16/1266346862578_16007.wav,Monkey Wrench,Foo Fighters,The Colour and the Shape
2010/02/16/1266347831106_28140.wav,New Tatoo,Saving Abel,Saving Abel
2010/02/16/1266347964759_91546.wav,New Tatoo,Saving Abel,Saving Abel
2010/02/16/1266348254157_74014.wav,Faint,Linkin Park,Meteora
2010/02/16/1266348362720_87629.wav,Faint,Linkin Park,Meteora
2010/02/16/1266349701449_65366.wav,Here (In Your Arms),Hellogoodbye,Zombies! Aliens! Vampires! Dinosaurs! and More!
2010/02/16/1266350084310_77106.wav,Here (In Your Arms),Hellogoodbye,Zombies! Aliens! Vampires! Dinosaurs! and More!
2010/02/16/1266351431967_40488.wav,Thriller,Michael Jackson,Thriller
2010/02/16/1266355977471_56050.wav,Sick of Life,Godsmack,Awake
2010/02/16/1266356018160_19649.wav,Sick of Life,Godsmack,Awake
2010/02/16/1266356652364_82877.wav,Runnin' Down a Dream,Tom Petty,Full Moon Fever
2010/02/16/1266356682769_11347.wav,Runnin' Down a Dream,Tom Petty,Full Moon Fever
2010/02/16/1266357000924_92806.wav,La La,"Lil Wayne, Brisco & Busta Rhymes",Tha Carter III
2010/02/16/1266357315826_70499.wav,Ramblin' Man,The Allman Brothers Band,A Decade of Hits 1969-1979
2010/02/16/1266357360515_39068.wav,Ramblin' Man,The Allman Brothers Band,A Decade of Hits 1969-1979
2010/02/16/1266357841130_68447.wav,(Everything I Do) I Do It for You,Bryan Adams,Waking Up the Neighbours
2010/02/16/1266357889489_17517.wav,(Everything I Do) I Do It for You,Bryan Adams,Waking Up the Neighbours
2010/02/16/1266358106312_24130.wav,Aeroplane,Red Hot Chili Peppers,One Hot Minute
2010/02/16/1266358168621_63379.wav,Aeroplane,Red Hot Chili Peppers,One Hot Minute
2010/02/16/1266358613875_92368.wav,Runaway,Linkin Park,Hybrid Theory
2010/02/16/1266358672047_78509.wav,Runaway,Linkin Park,Hybrid Theory
2010/02/16/1266358961025_77611.wav,"Amish Paradise (Parody of ""Gangsta's Paradise"" By Coolio)","""Weird Al"" Yankovic",Bad Hair Day
2010/02/16/1266359008600_72219.wav,"Amish Paradise (Parody of ""Gangsta's Paradise"" By Coolio)","""Weird Al"" Yankovic",Bad Hair Day
2010/02/16/1266359392625_30832.wav,Ain't My Bitch,Metallica,The Metallica Collection
2010/02/16/1266359439728_42754.wav,Ain't My Bitch,Metallica,The Metallica Collection
2010/02/16/1266359720733_90218.wav,Don't Stop 'Til You Get Enough,Michael Jackson,Off the Wall
2010/02/16/1266359773192_95926.wav,Don't Stop 'Til You Get Enough,Michael Jackson,Off the Wall
2010/02/16/1266360509404_55424.wav,2 + 2 = 5,Radiohead,Hail to the Thief
2010/02/16/1266360567040_84406.wav,2 + 2 = 5,Radiohead,Hail to the Thief
2010/02/16/1266360732088_35469.wav,Epic,Faith No More,The Real Thing
2010/02/16/1266360767593_63567.wav,Epic,Faith No More,The Real Thing
2010/02/16/1266361588252_76787.wav,Cherry Pie,Warrant,Cherry Pie
2010/02/16/1266361623933_61193.wav,Cherry Pie,Warrant,Cherry Pie
2010/02/16/1266361767567_74427.wav,Cherry Pie,Warrant,Cherry Pie
2010/02/16/1266361987805_75919.wav,Megalomaniac,Incubus,Monuments and Melodies
2010/02/16/1266362040179_45565.wav,Megalomaniac,Incubus,Monuments and Melodies
2010/02/16/1266362110807_36339.wav,Megalomaniac,Incubus,Monuments and Melodies
2010/02/16/1266362309571_35344.wav,Can't Get Enough,Bad Company,Bad Company
2010/02/16/1266362338504_50360.wav,Can't Get Enough,Bad Company,Bad Company
2010/02/16/1266362384912_27785.wav,Can't Get Enough,Bad Company,Bad Company
2010/02/16/1266362417449_94761.wav,Can't Get Enough,Bad Company,Bad Company
2010/02/16/1266362976584_48461.wav,Where the Streets Have No Name,U2,The Joshua Tree
2010/02/16/1266363039476_61768.wav,Where the Streets Have No Name,U2,The Joshua Tree
2010/02/16/1266363116166_17606.wav,Where the Streets Have No Name,U2,The Joshua Tree
2010/02/16/1266363556805_23553.wav,Mud On the Tires,Brad Paisley,Mud On the Tires
2010/02/16/1266363657366_66911.wav,Mud On the Tires,Brad Paisley,Mud On the Tires
2010/02/16/1266363744741_82886.wav,Mud On the Tires,Brad Paisley,Mud On the Tires
2010/02/16/1266364610944_87328.wav,By Myself,Linkin Park,Hybrid Theory
2010/02/16/1266364660757_45114.wav,By Myself,Linkin Park,Hybrid Theory
2010/02/16/1266364712997_84726.wav,By Myself,Linkin Park,Hybrid Theory
2010/02/16/1266365602289_87715.wav,Whatever,Godsmack,Godsmack
2010/02/16/1266365687975_16488.wav,Whatever,Godsmack,Godsmack
2010/02/16/1266365736717_53893.wav,Whatever,Godsmack,Godsmack
2010/02/16/1266365971155_66952.wav,Hold My Hand,Hootie & The Blowfish,Cracked Rear View
2010/02/16/1266366022082_81454.wav,Hold My Hand,Hootie & The Blowfish,Cracked Rear View
2010/02/16/1266366615241_30201.wav,Can't Get You Out Of My Head,Kylie Minogue,Fever
2010/02/16/1266366667859_35071.wav,Can't Get You Out Of My Head,Kylie Minogue,Fever
2010/02/16/1266366774667_92295.wav,Can't Get You Out Of My Head,Kylie Minogue,Fever
2010/02/16/1266366844963_47716.wav,Can't Get You Out Of My Head,Kylie Minogue,Fever
2010/02/16/1266366886607_38920.wav,Can't Get You Out Of My Head,Kylie Minogue,Fever
2010/02/16/1266366920853_54828.wav,Can't Get You Out Of My Head,Kylie Minogue,Fever
2010/02/16/1266366960923_95567.wav,Can't Get You Out Of My Head,Kylie Minogue,Fever
2010/02/16/1266367014372_84586.wav,Can't Get You Out Of My Head,Kylie Minogue,Fever
2010/02/16/1266367438800_81509.wav,Juicy,The Notorious B.I.G.,Ready to Die - The Remaster
2010/02/16/1266367492171_35034.wav,Juicy,The Notorious B.I.G.,Ready to Die - The Remaster
2010/02/16/1266367567351_33177.wav,Juicy,The Notorious B.I.G.,Ready to Die - The Remaster
2010/02/16/1266367812528_67899.wav,Come Sail Away,Styx,Come Sail Away - The Styx Anthology
2010/02/16/1266367859662_59202.wav,Come Sail Away,Styx,Come Sail Away - The Styx Anthology
2010/02/16/1266367939892_24864.wav,Come Sail Away,Styx,Come Sail Away - The Styx Anthology
2010/02/16/1266382096121_97201.wav,Smoke On the Water,Deep Purple,Machine Head
2010/02/17/1266422883362_32392.wav,Seek & Destroy,Metallica,Kill 'Em All
2010/02/17/1266422942644_95851.wav,Seek & Destroy,Metallica,Kill 'Em All
2010/02/17/1266423439243_43193.wav,Small Town Southern Man,Alan Jackson,Good Time
2010/02/17/1266423515416_15631.wav,Small Town Southern Man,Alan Jackson,Good Time
2010/02/17/1266423594862_28643.wav,Small Town Southern Man,Alan Jackson,Good Time
2010/02/17/1266423889897_13023.wav,Desert Rose,Sting,Brand New Day
2010/02/17/1266423942181_86847.wav,Desert Rose,Sting,Brand New Day
2010/02/17/1266424004134_90492.wav,Desert Rose,Sting,Brand New Day
2010/02/17/1266424358492_76228.wav,Always,Saliva,Back into Your System
2010/02/17/1266424412909_56575.wav,Always,Saliva,Back into Your System
2010/02/17/1266424479889_64154.wav,Always,Saliva,Back into Your System
2010/02/17/1266424981610_37896.wav,Strawberry Wine,Deana Carter,Did I Shave My Legs for This?
2010/02/17/1266425034868_12579.wav,Strawberry Wine,Deana Carter,Did I Shave My Legs for This?
2010/02/17/1266425117104_54923.wav,Strawberry Wine,Deana Carter,Did I Shave My Legs for This?
2010/02/17/1266425888184_12029.wav,Renegade,Styx,Pieces of Eight
2010/02/17/1266425932494_69904.wav,Renegade,Styx,Pieces of Eight
2010/02/17/1266426032779_40017.wav,Renegade,Styx,Pieces of Eight
2010/02/17/1266426264851_18572.wav,Mysterious Ways,U2,Achtung Baby (Remastered)
2010/02/17/1266426305647_26011.wav,Mysterious Ways,U2,Achtung Baby (Remastered)
2010/02/17/1266426366036_27151.wav,Mysterious Ways,U2,Achtung Baby (Remastered)
2010/02/17/1266426555891_11666.wav,Life Is a Highway,Tom Cochrane,Mad Mad World
2010/02/17/1266426597681_88387.wav,Life Is a Highway,Tom Cochrane,Mad Mad World
2010/02/17/1266426656915_47680.wav,Life Is a Highway,Tom Cochrane,Mad Mad World
2010/02/17/1266427472540_41672.wav,Are You Ready,Creed,Human Clay
2010/02/17/1266427536392_95288.wav,Are You Ready,Creed,Human Clay
2010/02/17/1266427670670_47332.wav,Are You Ready,Creed,Human Clay
2010/02/17/1266427739038_56550.wav,Are You Ready,Creed,Human Clay
2010/02/17/1266427990875_72412.wav,Rise Above This,Seether,Finding Beauty In Negative Spaces (Bonus Track Version)
2010/02/17/1266428067580_57623.wav,Rise Above This,Seether,Finding Beauty In Negative Spaces (Bonus Track Version)
2010/02/17/1266428150580_72610.wav,Rise Above This,Seether,Finding Beauty In Negative Spaces (Bonus Track Version)
2010/02/17/1266428416380_86023.wav,Learn to Fly,Foo Fighters,There Is Nothing Left to Lose
2010/02/17/1266428480184_19168.wav,Learn to Fly,Foo Fighters,There Is Nothing Left to Lose
2010/02/17/1266428632657_80975.wav,Learn to Fly,Foo Fighters,There Is Nothing Left to Lose
2010/02/17/1266429083073_57886.wav,Because You Loved Me,Céline Dion,Falling Into You
2010/02/17/1266429295606_42323.wav,Because You Loved Me,Céline Dion,Falling Into You
2010/02/17/1266429387594_44150.wav,Because You Loved Me,Céline Dion,Falling Into You
2010/02/17/1266429538841_91398.wav,Because You Loved Me,Céline Dion,Falling Into You
2010/02/17/1266429635390_11610.wav,Because You Loved Me,Céline Dion,Falling Into You
2010/02/17/1266433174280_77200.wav,Have You Ever Seen the Rain?,Creedence Clearwater Revival,Creedence Clearwater Revival: The Complete Collection
2010/02/17/1266433216044_71340.wav,Have You Ever Seen the Rain?,Creedence Clearwater Revival,Creedence Clearwater Revival: The Complete Collection
2010/02/17/1266433406438_42700.wav,Glory Days,Bruce Springsteen,Born In the U.S.A.
2010/02/17/1266433438435_28936.wav,Glory Days,Bruce Springsteen,Born In the U.S.A.
2010/02/17/1266433620893_83577.wav,Escape (The Pina Colada Song),Rupert Holmes,Partners In Crime
2010/02/17/1266433673288_89532.wav,Escape (The Pina Colada Song),Rupert Holmes,Partners In Crime
2010/02/17/1266433931478_81713.wav,Clint Eastwood,Gorillaz,Gorillaz
2010/02/17/1266433983358_80630.wav,Clint Eastwood,Gorillaz,Gorillaz
2010/02/17/1266436059289_35851.wav,Mercy,Duffy,Rockferry
2010/02/17/1266436104949_98950.wav,Mercy,Duffy,Rockferry
2010/02/17/1266436489422_54979.wav,Help!,The Beatles,Help!
2010/02/17/1266436543920_97563.wav,Help!,The Beatles,Help!
2010/02/17/1266436596897_17626.wav,Help!,The Beatles,Help!
2010/02/17/1266436629567_54325.wav,Help!,The Beatles,Help!
2010/02/17/1266436772548_51078.wav,Up Around the Bend,Creedence Clearwater Revival,Creedence Clearwater Revival: The Complete Collection
2010/02/17/1266436800582_53025.wav,Up Around the Bend,Creedence Clearwater Revival,Creedence Clearwater Revival: The Complete Collection
2010/02/17/1266437136770_77290.wav,One More Time,Daft Punk,Discovery
2010/02/17/1266437208914_54323.wav,One More Time,Daft Punk,Discovery
2010/02/17/1266437272266_71915.wav,One More Time,Daft Punk,Discovery
2010/02/17/1266437342972_61229.wav,One More Time,Daft Punk,Discovery
2010/02/17/1266438068270_50929.wav,London Calling,The Clash,London Calling
2010/02/17/1266438107507_95377.wav,London Calling,The Clash,London Calling
2010/02/17/1266438393621_91927.wav,Green River,Creedence Clearwater Revival,Creedence Clearwater Revival: The Complete Collection
2010/02/17/1266438424815_61600.wav,Green River,Creedence Clearwater Revival,Creedence Clearwater Revival: The Complete Collection
2010/02/17/1266438964492_43984.wav,She Drives Me Crazy,Fine Young Cannibals,The Raw and the Cooked
2010/02/17/1266438996563_58209.wav,She Drives Me Crazy,Fine Young Cannibals,The Raw and the Cooked
2010/02/17/1266444092985_55159.wav,Breakdown,Tom Petty & The Heartbreakers,Tom Petty & The Heartbreakers
2010/02/17/1266444249510_90516.wav,Breakdown,Tom Petty & The Heartbreakers,Tom Petty & The Heartbreakers
2010/02/17/1266444338899_12148.wav,Breakdown,Tom Petty & The Heartbreakers,Tom Petty & The Heartbreakers
2010/02/17/1266444675867_67973.wav,Everything Zen,Bush,Sixteen Stone
2010/02/17/1266444824503_20082.wav,Everything Zen,Bush,Sixteen Stone
2010/02/17/1266444891001_52161.wav,Everything Zen,Bush,Sixteen Stone
2010/02/17/1266445108409_92591.wav,Homecoming,Kanye West & Chris Martin,Graduation
2010/02/17/1266445206154_30541.wav,Homecoming,Kanye West & Chris Martin,Graduation
2010/02/17/1266445248637_14940.wav,Homecoming,Kanye West & Chris Martin,Graduation
2010/02/17/1266445628443_90872.wav,Death and All His Friends,Coldplay,Viva la Vida or Death and All His Friends
2010/02/17/1266445747674_87588.wav,Death and All His Friends,Coldplay,Viva la Vida or Death and All His Friends
2010/02/17/1266445822336_37605.wav,Death and All His Friends,Coldplay,Viva la Vida or Death and All His Friends
2010/02/17/1266446212452_95050.wav,Through Glass,Stone Sour,Come What(ever) May
2010/02/17/1266446303719_16167.wav,Through Glass,Stone Sour,Come What(ever) May
2010/02/17/1266446371888_45419.wav,Through Glass,Stone Sour,Come What(ever) May
2010/02/17/1266446576382_71146.wav,Switch,Will Smith,Lost and Found
2010/02/17/1266446653180_17749.wav,Switch,Will Smith,Lost and Found
2010/02/17/1266446710898_66805.wav,Switch,Will Smith,Lost and Found
2010/02/17/1266447066486_93679.wav,The Longest Time,Billy Joel,"Greatest Hits, Vols. 1 & 2"
2010/02/17/1266447147368_78111.wav,The Longest Time,Billy Joel,"Greatest Hits, Vols. 1 & 2"
2010/02/17/1266447217199_28002.wav,The Longest Time,Billy Joel,"Greatest Hits, Vols. 1 & 2"
2010/02/17/1266447343724_85584.wav,Ms. Jackson,OutKast,Stankonia
2010/02/17/1266447464551_34816.wav,Ms. Jackson,OutKast,Stankonia
2010/02/17/1266447567961_25385.wav,Ms. Jackson,OutKast,Stankonia
2010/02/17/1266448006262_86694.wav,Judith,A Perfect Circle,Mer de noms
2010/02/17/1266448119899_42842.wav,Judith,A Perfect Circle,Mer de noms
2010/02/17/1266448191651_15398.wav,Judith,A Perfect Circle,Mer de noms
2010/02/17/1266448720686_47823.wav,I'll Be Missing You,Puff Daddy & Faith Evans (Featuring 112),Bad Boy's 10th Anniversary - The Hits
2010/02/17/1266448815772_98271.wav,I'll Be Missing You,Puff Daddy & Faith Evans (Featuring 112),Bad Boy's 10th Anniversary - The Hits
2010/02/17/1266449366183_98512.wav,(Don't Fear) The Reaper,Blue Öyster Cult,Agents of Fortune
2010/02/17/1266449444648_57707.wav,(Don't Fear) The Reaper,Blue Öyster Cult,Agents of Fortune
2010/02/17/1266449540327_25764.wav,(Don't Fear) The Reaper,Blue Öyster Cult,Agents of Fortune
2010/02/17/1266449895133_47180.wav,Accidentally In Love,Counting Crows,Shrek 2
2010/02/17/1266449994064_95605.wav,Accidentally In Love,Counting Crows,Shrek 2
2010/02/17/1266450085809_10511.wav,Accidentally In Love,Counting Crows,Shrek 2
2010/02/17/1266450381530_48765.wav,Migrate (feat. T-Pain),Mariah Carey & T-Pain,E=MC²
2010/02/17/1266450472482_64846.wav,Migrate (feat. T-Pain),Mariah Carey & T-Pain,E=MC²
2010/02/17/1266450532729_90054.wav,Migrate (feat. T-Pain),Mariah Carey & T-Pain,E=MC²
2010/02/17/1266450835821_34488.wav,Sweetness,Jimmy Eat World,Jimmy Eat World
2010/02/18/1266509529320_16521.wav,Bixby Canyon Bridge,Death Cab for Cutie,Narrow Stairs
2010/02/18/1266509615498_17410.wav,Bixby Canyon Bridge,Death Cab for Cutie,Narrow Stairs
2010/02/18/1266509693963_24574.wav,Bixby Canyon Bridge,Death Cab for Cutie,Narrow Stairs
2010/02/18/1266509872746_86979.wav,The Reason,Hoobastank,The Reason
2010/02/18/1266509953797_58950.wav,The Reason,Hoobastank,The Reason
2010/02/18/1266510029871_69304.wav,The Reason,Hoobastank,The Reason
2010/02/18/1266510575540_93748.wav,Drunken Lullabies,Flogging Molly,Drunken Lullabies
2010/02/18/1266510682937_42561.wav,Drunken Lullabies,Flogging Molly,Drunken Lullabies
2010/02/18/1266510752330_87157.wav,Drunken Lullabies,Flogging Molly,Drunken Lullabies
2010/02/18/1266511049502_16122.wav,Tequila Sunrise,Eagles,Desperado
2010/02/18/1266511125397_55280.wav,Tequila Sunrise,Eagles,Desperado
2010/02/18/1266511189229_83640.wav,Tequila Sunrise,Eagles,Desperado
2010/02/18/1266511444276_33060.wav,Going to California,Led Zeppelin,Led Zeppelin IV (Remastered)
2010/02/18/1266511554928_25533.wav,Going to California,Led Zeppelin,Led Zeppelin IV (Remastered)
2010/02/18/1266511653647_29821.wav,Going to California,Led Zeppelin,Led Zeppelin IV (Remastered)
2010/02/18/1266512108336_64021.wav,Who'll Stop the Rain,Creedence Clearwater Revival,Creedence Clearwater Revival: The Complete Collection
2010/02/18/1266512202410_50988.wav,Who'll Stop the Rain,Creedence Clearwater Revival,Creedence Clearwater Revival: The Complete Collection
2010/02/18/1266512271383_34925.wav,Who'll Stop the Rain,Creedence Clearwater Revival,Creedence Clearwater Revival: The Complete Collection
2010/02/18/1266512678651_95513.wav,Everyday I Love You Less and Less,Kaiser Chiefs,Employment
2010/02/18/1266512753815_22949.wav,Everyday I Love You Less and Less,Kaiser Chiefs,Employment
2010/02/18/1266512842605_81230.wav,Everyday I Love You Less and Less,Kaiser Chiefs,Employment
2010/02/18/1266513075749_52037.wav,Umbrella (feat. Jay-Z),Rihanna,Good Girl Gone Bad: Reloaded
2010/02/18/1266513156473_24143.wav,Umbrella (feat. Jay-Z),Rihanna,Good Girl Gone Bad: Reloaded
2010/02/18/1266513267094_62530.wav,Umbrella (feat. Jay-Z),Rihanna,Good Girl Gone Bad: Reloaded
